"Frame","Body_Angle","Right_foot_centerline_dist","Left_foot_centerline_dist"
0,-7.31793305392338,37.0121991888322,76.9522854234122
1,-7.3143246344411,37.2266819268606,76.7955697750508
2,-6.65897319616185,34.7848380778382,72.4203861057372
3,-6.63980983585125,34.734777703373,72.4709650206274
4,-6.63980983585125,32.6629488581827,72.4475951224336
5,-6.65997771477464,32.7389743526559,72.3534588052952
6,-7.07161995395237,33.1580600278676,72.536703140788
7,-7.09492886169404,33.5602958659075,72.4198663949639
8,-7.44054759886136,35.0697755687432,70.6999642842101
9,-7.48553784367213,35.1266286479374,67.3612219657042
10,-7.62312238906378,1.15188638515904,66.6558360498167
11,-8.21282110271662,3.74714238845056,62.862056232152
12,-8.23717918666047,2.50705776176553,62.2869150107331
13,-8.2983752766112,2.19639533289848,60.540335896113
14,-8.28085961382507,2.34083972879406,60.0591306791156
15,-7.44762777469235,9.01430031761664,60.0884633590775
16,-7.44762888889579,9.36440115009727,59.9553530282173
17,-7.45018351481913,9.35828370997455,59.5211075781718
18,-7.46858243297957,10.303979016681,59.194802201489
19,-7.46602164149667,10.370818358129,59.1787049117831
20,-7.40275784156784,10.537060223006,57.61123950054
21,-7.38578145090996,10.5965062791246,57.5143744178297
22,-7.38578145090996,11.6105517155849,57.5143744178297
23,-7.38997789497108,11.6958599522111,57.5015133252409
24,-8.02625708961588,10.1552193691865,58.740318027403
25,-8.04521678341879,10.4763194955467,60.0392188014923
26,-8.04521678341879,10.4958290889065,60.0566713731639
27,-8.07308550355869,10.4302186389128,60.1364509219392
28,-8.07308550355869,10.8286045561118,60.2354717292268
29,-9.11734172864236,7.00672527400623,57.1070284775373
30,-9.15175101912956,6.96684467934728,57.4189457078596
31,-9.15273087925128,7.0356864843633,57.4115683802766
32,-9.12185846018026,7.07670125702892,57.5623033583057
33,-9.11778632898998,6.99228277108,57.582774720979
34,-8.86723357451714,7.64987088925591,57.2533237096418
35,-8.82691715674023,7.77950743272424,57.1166893171781
36,-8.25066083488886,8.48821317981767,58.4241003661511
