"Frame","Body_Angle","Right_foot_centerline_dist","Left_foot_centerline_dist"
0,-1.58450210039052,39.6169951447525,19.1229308867927
1,-1.39525052196664,39.6236267445043,19.8302693105347
2,-1.11087107995345,39.1533896878734,20.0018344935055
3,-0.449156791409871,37.5878973618567,21.4644580475039
4,-0.447962356606267,37.673968795851,21.079052586603
5,-0.447962356606267,37.663384823145,21.0657647846428
6,-0.782909326556429,36.3893743607488,19.5730413112391
7,-0.803185933978466,36.4294345398555,19.5150702770397
8,-1.06622555808211,37.6269908848618,19.010905290217
9,-1.06622555808211,37.650245613405,19.0406866592361
10,-1.06366189165306,40.0870600796638,19.0802813598475
11,-0.720671783128458,40.6294153379915,19.8680029907726
12,-0.586372407809277,40.5031640287108,20.2375564966813
13,-0.581201701969058,40.5134198426383,19.8383773701453
14,-0.582623525484524,41.4751543212516,18.9783208736587
15,-0.457418088782428,41.5138743123487,19.5464211770446
16,-0.338866322833778,41.4753713563164,19.6831188947007
17,-0.338866322833778,41.481323779691,19.6700290983959
18,-0.336724975820351,41.4518570177744,19.7209407486026
19,-0.462054246807567,41.565698540893,19.5642181826156
20,-0.661467676572659,42.1374677814497,18.683805863551
21,-0.866247107624985,41.187007871884,19.0028523174134
22,-1.34933598919319,43.115325722875,18.5285833791989
23,-1.34933598919319,43.0473279718481,18.5607806746427
24,-1.34933598919319,43.0443608236878,18.5631836831617
25,-0.882009876218357,42.1102274069691,20.1726503448686
26,-0.828092615843655,44.544536785619,20.4789166866675
27,-0.598264305659964,43.9121491434312,19.5547890655913
28,0.329277350239622,51.3878109320124,25.4910723679821
29,0.790974201106465,50.9515496748326,38.2166605061285
30,1.11791115131231,49.8758561880975,66.2788405477424
31,1.33171526880816,78.6552880709887,67.0514170947136
32,2.16282689247076,76.2495654950527,70.2198003227217
33,2.16397985888611,76.1879472919933,68.6491094216677
34,2.16282689247076,76.4350971518531,6.0847338238208
35,1.98288733308012,76.8058356278975,5.40435218493527
36,1.64662061691362,77.0725281510306,3.73456386809914
37,1.56929646450039,75.4756113254407,4.01249050063097
38,1.4473075680084,76.0062165880763,4.22003822922117
39,1.3217193640567,75.3543967605347,42.5123593044356
40,1.15243221614341,67.0601650020552,44.691247764664
41,0.970443160300789,61.0357154436243,44.4111104140567
42,0.890764007467509,61.1557263056786,45.3990830880475
43,0.692906259690442,60.9417924005015,46.2233204050721
44,0.466108525031806,50.1043350786295,45.4944139313149
45,0.466108525031806,49.8167145237162,45.5770175534339
46,0.466108525031806,49.7573977639371,45.5841833675284
47,0.537999016814362,49.3523720251956,45.1611667617317
48,1.10114638478321,45.8867781686306,45.1261394178339
49,1.38022756881211,44.5996236487572,43.7708015268472
50,1.38022756881211,44.6618965166974,43.37020627298
51,1.14070277514506,43.3915309634698,42.4064388639714
52,1.14070277514506,38.5750696862676,41.7132516938902
53,0.403617704796843,39.1407901390949,38.8157097720598
54,0.281514053995943,39.5533578513901,38.2579249204016
55,-0.685836048351355,39.004461093714,34.3736379111426
56,-0.788704464330823,38.0514977459379,33.9242101359157
57,-0.788704464330823,38.0842496846916,33.8577945481622
58,-0.787838929449303,38.1101033686897,33.838711325601
59,0.368184218754655,32.9160055728429,37.8976252753939
60,0.374255878596361,36.1367390204092,37.9091770425254
61,0.374255878596361,38.3436665994816,37.9091770425254
62,0.374670545813385,38.3451701419548,38.9009848479208
63,-0.412246049356229,41.753796407236,35.8722769032735
64,-0.935470345871561,41.9712838968031,33.9239515751288
65,-0.935470345871561,41.9712798014284,32.8323688710499
66,-0.935470345871561,41.9711544421647,32.3493747601313
67,-0.575501614051346,40.6649320467476,32.5585379456098
68,-0.5159112370014,41.1887575010159,31.269123682464
69,-0.429925283947581,40.848517737831,29.2929187370918
70,-0.437227311243395,41.6453210468495,29.2717656172215
71,-0.440529877413753,42.3996768347838,29.365433939023
72,-0.450203830516696,42.1363241156852,31.5260391059433
73,-0.450203830516696,42.1363241156852,31.5260391059433
74,-0.450203830516696,42.1281365874852,31.5260115526905
75,-0.0727443455675482,39.5223126292497,29.0485315183358
76,-0.0726935828342797,36.4316376725164,24.8298589377533
77,-0.0724321560245165,34.3673438582085,24.635352428828
78,-0.527650379154709,36.4559444813746,20.3734091599299
79,-0.613668143008853,36.8452508055006,18.8382644494899
80,-0.790494395631052,40.499121422286,18.1423583841838
81,-0.895756720448577,42.2357629224133,17.8114967347456
82,-0.978654992537609,42.9032757119485,22.757892572819
83,-1.14884418212206,44.0986575087932,22.0386521612195
84,-1.1630969293002,44.6067412864997,21.7115859547097
85,-1.16095969096756,44.9391750667439,24.4759135295283
86,-1.14204828149186,47.2891529014423,24.5435287840083
87,-0.910046963527842,48.4903417563089,33.8349934008174
88,-0.638613522804588,59.3916475964906,34.9816111779281
89,-0.126374988957655,57.627269627752,37.0111128745637
90,0.662535278514935,54.210747159497,39.677208659456
91,1.15803477130231,52.0514207914238,41.6040444321173
92,1.15803477130231,50.1187129790588,41.3661139176104
93,1.13679658581545,48.1016252738837,41.5588463209499
94,0.42863925298671,46.6930934177967,38.7968098741608
