"Frame","Body_Angle","Right_foot_centerline_dist","Left_foot_centerline_dist"
0,8.79943739178182,9.55122497066179,1.05126305298184
1,8.80810261423767,9.59897838033944,0.804166641270145
2,9.21021564418607,10.0864463695162,1.8076948421916
3,9.21021564418607,10.2009256359318,1.81567480505018
4,9.21021564418607,10.2009256359318,1.81567480505018
5,9.2029829865395,10.2774347148924,1.82019643450088
6,9.2029829865395,10.263506599325,1.98167738486349
7,9.44953564986121,11.397277990316,2.62456855367329
8,9.80844909963637,11.4504602466715,2.86490138055719
9,9.80844909963637,11.4665979602648,2.78937968375731
10,9.80844909963637,11.3980744709619,2.79052298596687
11,9.59445845600199,10.0646315807421,2.24205322584847
12,9.24925929622006,9.34343697144701,1.43206103758237
13,9.207894590392,8.74588861613861,1.37671786825302
14,9.18414496087774,8.29250600039817,1.33399593673852
15,9.18414496087774,8.25396645203882,1.35390745863234
16,9.17965356208834,8.2712354107517,1.26643241397059
17,9.27062298699575,8.1089389520324,1.62481521183053
18,9.3404378607016,8.93199502929196,0.97574088786305
19,9.33928279040096,8.94779574434525,0.959590857726901
20,9.32543916158122,8.88599643580779,1.09004995474614
21,9.31674293710404,8.73891633200828,1.52355831779699
22,9.3136498854403,8.58297857375688,1.5166568603412
23,9.39163809178547,8.04614096884555,1.82678350636901
24,9.40231482895678,8.02368765477436,1.91540705269515
25,9.42003864087421,7.8559850915734,1.99495578005752
26,9.42807500559247,7.8192130975053,2.05812623439692
27,9.38567796158619,7.90412868381767,1.92118104428712
28,9.37660952828002,7.97105902339273,1.94797108184498
29,9.42985247271732,7.93428231661788,2.14348155992381
30,9.45387779030177,7.9070453935128,2.17686356046701
31,9.37037035399372,8.44266252765406,1.58002678520494
32,9.39337771374258,8.43498930951431,1.53580609893273
33,9.30176659958706,8.2116909450252,0.975393753512307
34,9.08989497819408,8.94829996326376,0.669370865379566
35,9.08998346588109,9.10230921466987,0.66366147716621
36,9.08988403925034,9.10960248341095,0.656318977311126
37,9.09658162402721,9.29131382832399,0.142516548087075
38,9.25500436843477,9.49251342838611,0.081117793091093
39,9.27794619661199,9.70978918513619,0.637147868232033
40,9.39009251532369,9.98304333075034,1.28053418674567
41,9.56920439971951,9.19822024518603,2.12501495337824
42,9.56920439971951,9.18743010158671,2.164409396637
43,9.56920439971951,8.76752148707039,2.19214443852613
44,9.5303382393969,8.88698328527185,2.06246747813606
45,9.54444549629739,8.81448629475009,2.13761990635101
46,9.53127710526113,9.15499513976034,1.37586933549018
47,9.71997177383597,10.2573103707611,0.667246023018383
48,9.71997177383597,10.3496415296342,0.285948820054558
49,9.71997177383597,10.4860876489592,0.045171179972896
50,9.58639869989601,10.7500653825752,1.14470188472539
51,9.58775808679464,9.71187478777978,0.110584195524105
52,9.42728628554695,8.63400638415223,1.31141871479987
53,9.41520189215135,8.6488097994405,1.33425414566776
54,8.90908843461564,10.672508160756,8.25448895659381
55,8.22312598201935,13.492241593961,5.90145613233558
56,8.22312598201935,13.350740318091,6.062910313246
57,8.22287053549327,13.4657856214725,6.20666763423135
58,8.21078531431367,13.5429086263238,5.1129171451513
59,8.34281276994631,13.0549875759017,5.60687963538809
60,8.34046853828923,19.2010026162037,5.59486825139129
61,8.82821042900806,23.2313700510274,12.6558252286797
62,9.42133484691116,24.9280520183336,15.9587689368339
63,9.40656521567827,24.9930928777159,16.0428966833891
64,9.40225267208141,24.7206415890944,18.2511824380128
65,9.39380312506322,19.5064078246308,23.7034298745748
66,8.0148637563824,25.5866009753123,20.5177083349517
67,7.07116718994114,29.5503294316098,21.117678719383
68,6.09970027212712,35.2243317795578,31.3262900351062
69,5.62448449472009,37.6597904210616,30.2671483651114
70,4.95627606097724,40.5516085831427,27.3498187624794
71,4.91868697313281,40.4581622232957,27.2456029405022
72,4.91868697313281,38.1267809994778,24.0125226955691
73,4.8988630874564,36.7566618647752,21.7020669177715
74,4.88536654197625,35.1571150899932,19.5115222168891
75,4.88536654197625,33.5359983977915,14.4892520989692
76,4.91945208934412,30.1025742429018,12.246151977092
77,4.92009388629828,30.1294343598829,11.976976126149
78,6.39503389291415,23.6327310492005,17.0653888918585
79,7.35508879398224,22.408664420799,18.6420603081197
80,7.65360789815699,22.3397708356732,18.2332192842308
81,7.79809277012643,22.1153931555507,13.6439587654214
82,7.79805614215682,22.303339645765,8.03683025841223
83,7.77740777717521,22.4773997424862,8.17772079535327
84,7.67657266802063,22.7263877176343,7.9433572103272
85,7.2657466038389,24.5768983280298,6.49521205080778
86,6.91150587937417,22.8177229717298,11.9223799251353
87,6.34901224767266,23.1285284439338,11.8416061339065
88,5.88931472014543,24.9695398065674,11.0855442483711
89,5.80311851790572,24.5700031170353,11.143065082372
90,5.45743787454013,25.1714269777691,9.73896193476269
91,5.45806016596984,25.1627927259936,9.78527002985693
92,5.46203526956975,25.136979094621,7.49917009873962
93,6.41616298312212,20.4113085318232,8.70144365106539
94,6.74928744017091,18.7776448209337,10.2425999284524
95,6.76647482921586,18.6959274324798,10.2086637546926
96,6.77953130950095,18.6281509267085,9.45105073304566
97,6.98820131852774,18.3405183882175,9.79799366132268
98,7.07649379345074,20.3553144581878,10.0215318030684
99,7.06740910329305,20.394722591747,9.97116935171284
100,7.05661684913534,20.4524599761374,9.93450134523395
101,7.02691832620037,20.4209120121179,10.2356750797367
102,7.02691832620037,20.9516530326031,10.5519016589392
103,7.00806913873363,21.6575253989752,10.8738058453075
104,7.00832065858053,22.053347225655,10.8180410715083
105,6.98562051825465,22.3372252381797,10.6699372516007
106,6.94905897641963,22.5017571014697,10.6275961234002
107,6.88344554013311,20.1078498261131,10.8125416624237
108,6.21969628633036,19.8556583321261,7.9435245421418
109,5.76214945256448,19.3959482238243,6.27901333525034
