"Frame","Body_Angle","Right_foot_centerline_dist","Left_foot_centerline_dist","Right_foot_centerline_dist_normalized","Left_foot_centerline_dist_normalized"
0,-0.814990031699269,13.6010061169414,18.4538594515784,0.125150493783821,0.169804322027732
1,-0.814990031699269,13.6092205836092,NA,0.125226079703775,NA
2,-0.814990031699269,13.8320086403861,NA,0.127276077702087,NA
3,-0.811231267400818,5.19934338813178,23.3974617075713,0.0478420777684841,0.215293182049468
4,-0.811117601707308,5.18486492433444,23.5575408425796,0.0477088532939203,0.216766160049663
5,-0.795734494296562,5.08618228796582,23.650770149248,0.0468008189497522,0.2176240152454
6,-0.779513917105932,4.98998770161164,23.5942125459649,0.0459156785507224,0.217103596982425
7,2.40488928778367,5.56261480044386,32.847275030244,0.0511847419976968,0.30224622017981
8,2.42615124160773,5.42824136625621,31.8009189072993,0.0499482965836281,0.29261810999926
9,2.41858662685602,5.65434211560221,26.6415596497165,0.0520287765262329,0.245143948665685
10,2.41858662685602,5.68471605363036,26.3725842683199,0.052308264183962,0.242668955160935
11,1.23129904531595,13.2065671317286,19.1488831685728,0.121521039216818,0.17619962547995
12,1.22935732749579,13.2208953879968,19.1365803744773,0.12165288154757,0.176086420563877
13,1.22935732749579,NA,26.5542740233171,NA,0.244340784609276
14,1.23153643477993,NA,26.5550920459176,NA,0.244348311694515
15,3.69938570517784,90.6184714671829,41.3348589910146,0.833831435155872,0.380345245692266
16,3.69941204987145,90.9005346055957,40.5664776843558,0.836426856461256,0.373274937869757
17,3.77450570222262,90.7409487344871,40.6236743941469,0.834958417259154,0.37380123691055
18,3.77240749915889,90.5144029058449,40.57151704468,0.832873841892047,0.373321307853529
19,1.67367989435451,8.33940492592246,49.3723026220163,0.0767355470153357,0.45430227729205
20,1.66860810757831,8.24066798415356,49.3829312436033,0.0758270129766891,0.454400077206881
21,0.0109893058737828,1.06759653765761,39.642280864155,0.00982355516209368,0.364770884022042
22,0.0109893058737828,1.06759135829407,39.642280864155,0.00982350750386171,0.364770884022042
23,0.0109893058737828,1.06750124948395,39.642280864155,0.00982267836210683,0.364770884022042
24,3.94529488858992,17.8598685980932,62.9314811412047,0.164338678679174,0.579067891864174
25,3.94546142331943,17.863984384792,62.7987232231322,0.164376550343464,0.577846311720938
26,3.94546142331943,18.0304164850197,37.889746019487,0.165907985543617,0.348644826927608
27,3.94653526722978,18.7272794567637,38.0003727437031,0.172320213011465,0.349662765530259
28,1.59920164833183,NA,23.9666217180265,NA,0.220530342869633
29,1.6027889465436,20.0138509952179,23.9876601756261,0.184158680102896,0.220723929530385
30,1.6027889465436,19.8557051178625,24.0163308523695,0.182703491091824,0.220987744524709
31,1.60418245101591,20.0587556985655,25.9698563006118,0.184571873490859,0.238963229012012
32,1.6005440820465,20.0843976181579,25.8543466050264,0.184807819190093,0.237900359448169
33,1.50507708151501,10.6680256367767,25.2723940259633,0.0981624936171487,0.232545487021651
34,1.49134313830518,10.6968922854452,25.2762594677208,0.0984281118591886,0.232581055121576
35,-0.215565561212722,4.05136303378486,45.4743580034651,0.0372788659762558,0.418435100293576
36,-0.215565561212722,4.05136303378486,45.4743580034651,0.0372788659762558,0.418435100293576
37,-0.215565561212722,4.05136303378486,45.4743580034651,0.0372788659762558,0.418435100293576
38,0.112408807790425,4.85032530621558,21.4538429261845,0.0446305664350036,0.197408854366159
39,0.153432954645448,4.71552481802821,21.6161813373027,0.0433901914573071,0.198902621234348
