"Frame","Body_Angle","Right_foot_centerline_dist","Left_foot_centerline_dist","Right_foot_centerline_dist_normalized","Left_foot_centerline_dist_normalized"
0,-3.96002910770994,25.6138579465453,NA,0.238972254260119,NA
1,-3.94657940971761,25.6296173450264,NA,0.23911928634676,NA
2,-3.94246206671141,25.6418932101928,NA,0.239233817753077,NA
3,-3.64014382152131,27.4548354756947,NA,0.25614821233333,NA
4,-3.6391299657442,27.6831249064429,NA,0.258278107798649,NA
5,-3.63860028011305,27.7725017915466,5.25002173981177,0.259111976548782,0.0489816697155013
6,-3.72667448765328,28.2869061358656,5.00454063580679,0.263911267855061,0.0466913793217324
7,-3.80827691523785,29.4806403701106,8.43869534679721,0.275048573353527,0.0787313669907543
8,-3.80595959766556,29.4833967553007,8.56627180326873,0.275074289884941,0.0799216302247092
9,-3.79265962293077,31.502340087812,8.94768139489123,0.293910633882809,0.0834801066594844
10,-3.79177399408474,31.6759777590079,9.06016521137953,0.295530639186061,0.0845295585323764
11,-3.79027533632193,31.774242783143,9.3963941008174,0.29644743252432,0.0876665079065796
12,-3.85576679821213,32.0810473458646,9.38303884957408,0.299309858720479,0.0875419060405706
13,-4.28190892977267,34.1102431330409,9.60209643623698,0.318241856102859,0.0895856702172466
14,-4.28021791195119,34.1273669000885,9.62931522187493,0.31840161747974,0.0898396161310444
15,-4.27227602017991,34.4651883514603,9.6723561760725,0.321553425143397,0.0902411797639639
16,-4.19516485159216,34.4766304040088,9.56399992920484,0.321660177242069,0.0892302373033955
17,-3.51153495409249,33.2347578410975,10.7212519583861,0.310073750609969,0.100027171007709
18,-3.47254092674183,33.1394210076898,10.7300346464533,0.309184276714977,0.100109111759088
19,-3.47223524231745,33.1508148435422,10.7026015749194,0.309290578961363,0.0998531666000493
20,-3.47064864856735,33.0014825923632,10.6942018725336,0.307897338443966,0.0997747990297115
21,-3.48428419490546,32.5044214001726,10.5255238043476,0.303259855334201,0.0982010658465742
22,-3.48428419490546,32.425948324081,10.5147831808925,0.302527716976462,0.0981008579433136
23,-3.50665645702083,32.4016270281401,7.46274199563168,0.30230080407136,0.0696259142757641
24,-3.50725239179546,32.3707385082494,7.46041335781074,0.302012620259127,0.069604188543132
25,-3.86927398743394,29.2448549123181,3.11271070146549,0.272848741430979,0.029040978314988
26,-3.90052557679623,28.9335184275457,3.12544216589562,0.269944033293894,0.0291597603727807
27,-4.01426996928063,26.2231987092749,NA,0.24465728366826,NA
28,-4.02054422111474,26.2505090228002,NA,0.244912083519236,NA
29,-4.02393809698536,26.2611604900688,NA,0.245011459612821,NA
30,-4.01948759585243,26.8300502034755,NA,0.250319088690874,NA
31,-3.97408541330897,26.7750919009443,NA,0.249806338543137,NA
32,-3.89227405727992,26.6185239909982,NA,0.2483455907533,NA
33,-3.88925218040908,26.6464918538215,NA,0.248606525409831,NA
34,-3.87715158996049,26.6540826376616,NA,0.248677345929319,NA
35,-3.8240255125088,28.6089220530366,NA,0.266915612994891,NA
36,-3.8240255125088,29.5233195382657,2.29136142536428,0.275446761593865,0.0213779511968378
37,-3.82217422423288,29.4889933541445,4.16444099811833,0.275126505050836,0.0388534150197325
38,-3.94099482914913,30.0993966774301,6.78443431179692,0.28082144793987,0.0632974370652541
39,-3.95948745454908,30.1686679882113,6.86329296126799,0.281467735638018,0.0640331727467488
40,-3.95946385732702,30.1709024283821,6.98514585480093,0.28148858252511,0.0651700362647888
41,-3.95616991054752,31.7180867353135,6.98584083999933,0.295923507648647,0.0651765203399283
42,-3.94749957561883,31.8940484301981,6.92333322103182,0.297565195635586,0.064593336555421
43,-3.62947243785623,32.4175918496052,5.38305604313141,0.302449752714018,0.0502228535865358
44,-3.59874135751209,32.442838537598,5.08426572194808,0.302685299344862,0.04743519868686
45,-3.52547291903265,32.2053649121307,4.71144889773057,0.300469717150112,0.0439568910810597
46,-3.47576220434624,31.9815556321844,4.83429157182579,0.298381620610156,0.0451029890569734
47,-3.46889079674191,31.9487960003805,4.86857814306551,0.298075979691977,0.0454228760196131
48,-3.46889079674191,31.772535787276,4.97276633326212,0.29643150658879,0.0463949313316449
49,-3.46889079674191,31.3252887207377,4.97976633934147,0.292258779468769,0.0464602400108805
50,-3.47251228261264,30.9442198135442,5.23098325984453,0.288703481552676,0.0488040444438631
51,-3.66561755629632,30.6789237987442,7.99078451946582,0.286228321940434,0.0745524471131521
