"Frame","Body_Angle","Right_foot_centerline_dist","Left_foot_centerline_dist","Right_foot_centerline_dist_normalized","Left_foot_centerline_dist_normalized"
0,-1.19505807294624,13.7928898568743,15.217859215641,0.126469389677711,0.13953517987706
1,-1.19499669797785,13.793081755126,15.2176802699305,0.126471149225929,0.13953353909293
2,-1.19491454684547,13.7930466699224,15.2178473868192,0.126470827523636,0.13953507141655
3,-1.44382663728073,11.8868257734628,16.0933760714854,0.108992358843921,0.14756294516484
4,-1.44382663728073,11.8330933753969,16.0940290345913,0.108499677204335,0.147568932296351
5,-1.44382663728073,11.6366151255696,16.1383509354761,0.106698134192069,0.147975327461717
6,-1.45444539978251,10.6456664417984,16.118183134555,0.0976119545343657,0.147790405411291
7,-1.45444539978251,10.5322843949022,16.2241234240461,0.0965723349607907,0.148761790225732
8,-2.14264107873893,8.82673010925874,16.1260917757293,0.0809338130987437,0.147862921108355
9,-2.14264107873893,8.82259903534263,16.314313262262,0.0808959345684063,0.149588756431701
10,-2.14864954517342,8.85323852664975,16.2836450582826,0.0811768733568587,0.149307554371797
11,-2.106029900306,8.97185553457333,16.3210292358754,0.0822644931923796,0.149650336353877
12,-1.07058409274696,8.55816778516444,13.8819923547534,0.0784713187577405,0.127286385872305
13,-1.06050729094534,8.53777163086851,13.9028744015145,0.078284302895775,0.127477856966216
14,-1.05939011456584,8.58972864613343,13.8514809927097,0.0787607057437797,0.127006621923201
15,-1.06678759292343,8.59175121392482,13.9617619717536,0.0787792510172368,0.128017807269962
16,-1.56081938001167,9.41085677746919,12.5997349256932,0.0862897714214466,0.115529146008454
17,-1.5666661246061,9.43210876473524,12.6085038864582,0.0864846345637515,0.115609550124456
18,-1.56968356968854,9.44167628767148,12.9235445400974,0.0865723608342451,0.11849821229771
19,-1.58749210251291,9.63472935361819,13.8607830754593,0.0883424977438445,0.127091914326772
20,-1.58749210251291,9.7414543935885,13.8605024698667,0.0893210780709865,0.127089341405622
21,-1.58749210251291,10.2472604204032,13.8607200870613,0.0939589009036453,0.12709133677527
22,-1.41509447319274,12.3559091246414,12.7587888914464,0.113293465120207,0.116987539295383
23,-1.32705204238811,12.2997648070165,13.24714154778,0.112778668173551,0.121465329159211
24,-1.32679454518183,12.35102097192,13.1955737899842,0.113248644803526,0.12099249548018
25,-1.32679454518183,12.3542784895686,13.1957375156092,0.11327851354555,0.120993996708718
26,-1.77212881102585,11.3540088077781,15.0293064257488,0.104106868046901,0.137806306775981
27,-1.79890217970505,11.4552732533217,14.9477093813382,0.105035379240482,0.137058129380729
28,-1.8071723515288,11.0633002607406,14.9450550891373,0.101441311162198,0.137033791717037
29,-1.80726171251826,11.0288363228761,14.982907475516,0.101125305362627,0.137380866786355
30,-1.80736299898729,10.9754390957508,15.0302035845342,0.100635696963293,0.137814532979859
31,-1.80555567006233,10.9814191830625,15.0307048942,0.100690529416853,0.137819129574781
32,-1.80376182511133,10.9805704570808,15.0123411237216,0.100682747301718,0.137650748991112
33,-1.69230672506107,10.3399775145104,13.577518548391,0.09480903995544,0.124494612947046
34,-1.69320104168192,10.3558709914874,13.5478942122375,0.0949547699912772,0.124222982291555
35,-1.69320104168192,9.94235664109652,13.5478942122375,0.091163185482187,0.124222982291555
36,-1.73743205889897,9.99436893108458,13.7617089907232,0.0916400951536762,0.126183486929796
37,-2.33075931136229,7.94791863779608,14.0022605348162,0.0728758389112488,0.128389145590394
38,-2.95612351331429,9.6413244143335,11.7067379549763,0.0884029689947721,0.107341102527897
39,-2.97919557846434,9.74392526692153,11.5769499592912,0.089343733935395,0.106151053975918
40,-3.18398636658546,10.9405464703155,12.2546923747772,0.100315760453335,0.112365391256548
41,-3.23083865219005,11.2172799102044,11.9856541924881,0.102853177166535,0.109898533689558
42,-3.23083865219005,11.7471567084298,12.412843267644,0.107711709060237,0.113815504112187
43,-3.22970023298098,11.8142599039539,12.3905346595249,0.108326989851385,0.11361095263076
44,-2.73534854983815,11.1597695767344,15.2579591628206,0.102325854984629,0.139902863219604
45,-2.73288766694187,11.1707069953245,15.207023371288,0.102426142065008,0.139435824148407
46,-2.71552722721867,11.1794258218224,15.2697132491863,0.102506086491255,0.140010638467889
47,-2.62760750488901,11.5148770664522,15.5273012566499,0.105581896899023,0.142372507404004
48,-2.59867394316085,11.4506234473551,15.3045422795719,0.104992744366369,0.140329991863851
49,-2.15645912774336,13.2547876574051,15.7981222449313,0.12153543765915,0.1448557118271
50,-2.15120022249263,13.2434398767034,15.7541111574382,0.121431387897683,0.144452166563413
51,-1.48501655218544,14.218923392749,17.6850471099482,0.130375764761062,0.162157251861326
52,-1.47768634908311,14.2188617999648,17.6360434921187,0.130375200006184,0.161707929224576
53,-0.983331965321585,13.7034748502859,15.5802160685728,0.125649528036778,0.142857692455016
54,-0.983331965321585,13.7139079454413,14.5054713363847,0.125745190888467,0.133003172354472
55,-0.983331965321585,13.7161465517124,14.5016068333155,0.125765717056063,0.132967738058277
56,-1.06964267667542,11.6213863366852,14.0631384432519,0.106558498796171,0.128947345648874
57,-1.09189184750629,11.3299774225773,13.9621928218685,0.10388652012482,0.12802175780909
58,-1.19088958264999,11.8771970042853,13.410959776743,0.108904070996061,0.122967406798489
59,-1.19087506904382,11.8826054810565,13.3942205524551,0.108953662253835,0.122813921959464
60,-1.19048584564064,12.4035144241693,13.01559337048,0.113729966334905,0.119342223923978
61,-1.16733262523857,12.2784088796817,13.0179937370758,0.112582851986801,0.119364233299934
62,-1.1671975316655,12.2660685440407,13.0301496139643,0.112469701317642,0.119475692634927
63,-1.1671975316655,12.2340124942952,13.065578137249,0.112175773860172,0.119800542884838
64,-1.6614007204772,14.9978703810985,14.3429346729244,0.137518064252329,0.131512845610665
65,-1.67322066710448,14.9534576850062,14.4372285318144,0.137110836570021,0.132377442291123
66,-1.6973510431785,15.0126300405664,14.9034397940486,0.137653398119569,0.136652213887755
67,-1.69714940154186,15.0106172889061,14.9043818216393,0.137634942851914,0.136660851501459
68,-1.69714940154186,15.010881052221,14.9042887917407,0.137637361343311,0.136659998494249
69,-1.07215905266768,15.3835488976416,12.8986940149136,0.141054417192515,0.118270353539627
