"Frame","Body_Angle","Right_foot_centerline_dist","Left_foot_centerline_dist","Right_foot_centerline_dist_normalized","Left_foot_centerline_dist_normalized"
0,-11.1010029449188,86.8799188331445,101.449006717735,0.863229714945943,1.00798663634444
1,-11.0905660526877,87.097412140723,93.9653476342978,0.865390705522652,0.933629788592836
2,-10.7608959581852,85.3281016820052,93.7724553445795,0.847811023319413,0.931713231136232
3,-10.7618914694915,85.3295295580486,93.7690053979176,0.847825210545259,0.93167895282988
4,-10.6481858781302,103.945377575377,72.727850162071,1.0327903140272,0.722616252492228
5,-10.6446224629726,104.040020916001,72.572463867886,1.03373068028267,0.721072350653491
6,-10.6596631268454,104.448106597551,57.8583682893055,1.03778537659557,0.574874648093716
7,-10.6632313425601,104.54599470272,57.8256731764978,1.03875798248951,0.574549792899465
8,-11.2633930748324,91.805861210015,55.157986618595,0.912173359126742,0.548043940478421
9,-11.2651044017513,91.6905443464971,55.1604414268074,0.911027582927133,0.548068331194043
10,-13.3167307161605,93.9096023571627,55.9616250174734,0.933075909395695,0.556028806892901
11,-13.3167307161605,93.906616668055,55.969717989651,0.933046243903462,0.556109217811323
12,-13.3167307161605,93.8793354942064,56.0017291528626,0.932775181035989,0.556427277354488
13,-13.0499379974498,93.9935649471935,81.2777341910837,0.933910152839196,0.807566998905332
14,-13.042831177824,93.9607194154079,81.3312825329261,0.933583803097836,0.808099049584998
15,-12.8238405428135,91.7761331810325,91.4240152461533,0.911877984564598,0.908379377882691
16,-12.8159184592081,91.6568027222389,92.1432368158594,0.910692329705428,0.915525487581443
17,-12.8159184592081,91.2946549062931,102.525642768386,0.90709406718256,1.01868397864846
18,-12.8176796326263,91.3492196533754,102.571182102576,0.907636216757543,1.01913645267238
19,-13.8136050858332,96.3045149381836,104.473397132915,0.956871508337328,1.0380366606889
20,-13.813747515243,98.0976788076483,104.475846018239,0.974688195515204,1.03806099255533
21,-13.8346563393342,96.1161248151364,105.126948132876,0.954999683934165,1.04453027452943
22,-13.5039359556835,96.7514376775025,106.640770956123,0.961312085562152,1.05957145851926
23,-13.5037893460337,96.7720862545253,106.589818234392,0.96151724764675,1.0590651976474
24,-13.1374717078654,104.986456325165,103.249383758986,1.04313436273818,1.0258749928368
25,-13.1237297728584,104.945657895985,103.300479820219,1.04272899384668,1.02638267791484
26,-12.759510655263,112.180908467763,99.773172339783,1.1146176808128,0.991335722625768
27,-12.7577151042408,112.397767957624,99.5573827865475,1.11677237384348,0.989191660372608
28,-11.5007614508383,106.58452660202,NA,1.05901262054597,NA
29,-11.4894780041975,106.363182867826,NA,1.05681337253631,NA
30,-10.6792854064828,93.5116851832946,NA,0.929122246303192,NA
31,-10.6742259834106,93.4884350192378,NA,0.928891235124076,NA
32,-10.6716010388712,93.4935205765543,NA,0.92894176468547,NA
33,-10.6400969411015,102.846811880805,60.0138058757774,1.02187508109292,0.596290848734136
34,-10.6396459816309,102.979887264093,60.1666505244255,1.02319730407293,0.597809497050749
35,-10.7243153646521,103.985245274721,84.4239193681562,1.03318643528517,0.838827163164778
36,-10.7243153646521,100.418046595298,97.8350545380613,0.99774312524815,0.972078788457529
37,-10.7243153646521,100.277834459691,97.806659520532,0.996349992249446,0.971796658556662
38,-10.426456323685,96.8393910548087,98.5587051700332,0.962185981047327,0.979268904852058
39,-10.4255320408167,96.8401261690476,98.493499136521,0.962193285064911,0.978621024576875
40,-10.1009563811686,95.1780552638859,93.1655454431239,0.945679123760983,0.925683038333708
41,-10.1009563811686,95.021318098398,93.1350627529138,0.944121799807385,0.92538016553716
42,-10.1009563811686,94.948720298987,93.1089966514879,0.943400475725446,0.925121175501191
43,-10.2920542647246,88.0971489037296,88.9425423807895,0.875323984611098,0.883723725080713
44,-10.2943078913002,88.2145030452463,87.717913883154,0.876490002990141,0.871555945424302
45,-10.863501840886,80.1943895057541,66.0987409631768,0.796803000314343,0.65675012230975
46,-10.8636031745323,80.1054617002365,66.0949890412528,0.79591942301318,0.656712843609029
47,-10.9074391092842,72.7704357727019,65.8797309841222,0.723039378630229,0.654574062245138
48,-10.9059716915022,71.798265048091,66.1832201509143,0.713379992793367,0.657589498613607
49,-10.9052034692119,71.7136508188664,66.1886784955772,0.71253927473153,0.657643732150778
50,-10.6161496239774,64.5673401806599,64.7069836668356,0.64153428556963,0.64292176852754
