"Frame","Body_Angle","Right_foot_centerline_dist","Left_foot_centerline_dist","Right_foot_centerline_dist_normalized","Left_foot_centerline_dist_normalized"
0,1.37787212753879,0.641072064711579,17.0206464226449,0.00654465530091154,0.173762467539466
1,1.37352110550111,0.523964654394608,17.0017551464386,0.00534911477450941,0.173569607956636
2,1.37352110550111,0.523964654394608,17.0017551464386,0.00534911477450941,0.173569607956636
3,0.511793522242774,3.19357787590696,13.3215926764234,0.0326029904045682,0.135999112932122
4,-0.502510504361872,3.83784883294408,12.670263138105,0.0391803029506911,0.129349739873707
5,-0.705840842373218,3.0360841942276,13.6539433143812,0.0309951495464166,0.139392054980612
6,-0.705840842373218,3.0360841942276,13.6558914205226,0.0309951495464166,0.139411943046068
7,-0.705840842373218,3.03717961914819,13.6558914205226,0.031006332655006,0.139411943046068
8,0.592488223316613,2.36568354451479,14.2254407918032,0.0241510809815955,0.14522642868203
9,0.593525665269633,2.53536425329398,13.880864040975,0.0258833382601493,0.14170867118952
10,1.11887148432732,1.41500194265241,15.7722318827973,0.0144456457776657,0.161017499718064
11,1.11535448821754,1.42490000884376,15.759237299193,0.0145466943725645,0.160884839015546
12,1.11535448821754,1.41745153691413,15.759237299193,0.0144706534966922,0.160884839015546
13,0.527529939581257,3.19481120540669,13.4878538339543,0.0326155813703776,0.137696460275528
14,0.00272665082081441,1.745535862045,15.8600498110444,0.0178200410863382,0.161914026179369
15,-0.925657787651032,4.39375534089252,12.9751968598357,0.0448555096463576,0.132462784737469
16,-0.926393387831584,4.33223823890126,13.0332101479256,0.0442274862932812,0.133055037924467
17,-0.944611118885336,4.37508721595513,12.9895954437243,0.044664928197633,0.132609778770682
18,-0.579290502929796,3.511273449938,12.5374494757508,0.035846320034902,0.127993855430746
19,-0.561848845192038,3.78898345630581,12.0723779012434,0.0386814400866688,0.123245975569887
20,0.176205929179971,2.31805183229869,12.1426365789952,0.02366481250258,0.123963240996185
21,0.1743565032872,NA,11.8662184255678,NA,0.121141309371523
22,0.17319120965973,2.57296914700428,11.8471022925668,0.0262672437218107,0.120946154243005
23,0.0820525877560409,2.10845110137611,15.5348136965229,0.0215250147946194,0.158593715752321
24,0.0692012330485197,2.08460507546719,15.5641756206554,0.0212815725539398,0.158893469372853
25,-0.300664529916715,3.15814467214412,14.2467368592792,0.0322412555582072,0.145443838593595
26,-0.341821042281415,3.58977051154012,14.1377340491337,0.0366476904869923,0.144331037305718
27,-0.349560156650451,3.38219582958086,14.3884468422393,0.0345285765567497,0.146890544887979
28,-0.342437171658925,3.34569074965607,14.4313727611372,0.0341558990092613,0.147328772285687
29,-0.30539237638603,3.16586780657886,13.6388192489326,0.0323201004424258,0.139237654562066
30,0.20189661041657,3.30297554268329,12.7929418439652,0.0337198227533575,0.130602157326928
31,0.438122170566813,2.26079499685585,13.877792016493,0.0230802818823556,0.141677309128345
32,0.440704682741962,2.25746059170653,13.8846405489214,0.0230462411971703,0.141747225268087
33,0.441690541014818,1.10140887007914,14.2456849368318,0.0112441982685324,0.145433099598402
34,-0.337707978649845,3.45672995964434,12.5411704963405,0.0352894897461868,0.128031843043164
35,-0.35734125358874,3.44602588002321,12.9435364408791,0.0351802126223032,0.132139565960424
36,-0.545738337644077,4.05291843382359,12.7240888125194,0.0413759319305535,0.129899242035434
37,-0.57812205929701,4.1758968571856,12.6335252570861,0.0426314091766506,0.128974685677791
38,-0.57812205929701,4.17502937556952,12.6330038605706,0.0426225531236893,0.128969362780948
39,-0.578228191776878,4.19298434238873,12.5534933798499,0.0428058539961488,0.128157646411182
40,-0.175770656384827,3.5354163160393,11.9017860415572,0.036092792694228,0.121504416421946
41,-0.174053310676952,3.83110518453637,11.8465981754057,0.0391114575638329,0.12094100774976
42,-0.141862781781139,3.81626983921422,10.7098055971574,0.0389600046668062,0.109335579931568
43,0.10949432766014,4.09525084694084,10.6145116326078,0.0418081002734883,0.108362731191832
44,0.676808334635753,2.62063115364101,12.3805285853807,0.0267538214742315,0.126391862154925
45,0.658377032316748,2.66332704250238,12.3484274477735,0.0271897005130248,0.126064144115143
46,0.644615391461472,NA,13.1804969962624,NA,0.13455867800767
47,-0.156890885176705,3.89110929976881,11.5494735559126,0.0397240349516952,0.117907685408891
48,-0.157356284910576,3.62340413150638,11.6367129859361,0.0369910535210686,0.118798306026417
49,-0.533229702926174,4.52832884948057,13.8582992409915,0.0462293602238887,0.141478308885568
50,-0.533401293876335,4.51848478826959,13.8693457036706,0.0461288629616723,0.141591081371703
51,-0.54884505860878,4.57773530802822,13.8677752704423,0.0467337469514224,0.141575048939909
52,-0.423310208861278,5.22856674116665,10.2178606387646,0.0533780348924445,0.104313351765768
53,-0.246795132377475,NA,8.17885311879224,NA,0.0834972811416497
54,0.701641071740354,NA,12.4438584203245,NA,0.127038391559005
55,0.701641071740354,NA,12.4512814920748,NA,0.127114173126404
56,0.691778389721282,3.12214150501116,13.1381711176426,0.031873701999728,0.134126576374916
57,0.229316763096331,2.58883056526908,14.3810789287412,0.0264291717184289,0.146815326426925
58,-0.718778794976731,2.13609290503553,15.0328320085045,0.0218072078378115,0.153469023387309
59,-0.721727759228994,2.08938342407194,15.1318280308606,0.0213303543465761,0.154479666149872
60,-0.87272606625136,2.73463322321464,14.4451530529208,0.0279176598163149,0.147469454222452
61,-0.889760463539891,2.76556607989751,14.3089341757621,0.0282334509661805,0.146078806203992
62,-0.913571292316478,3.99221902934272,11.6570938449666,0.0407562563883403,0.119006372645496
63,-0.269168748056856,4.97913234450449,11.3947365054756,0.0508315783609481,0.116327986786638
64,0.0419990276129703,5.19191591964059,9.90217942452826,0.0530038694801812,0.101090586579331
65,0.276723777281724,NA,10.658209404433,NA,0.108808838376588
66,0.318348136604893,4.23779531061845,10.8521873137203,0.0432633257172034,0.110789143902533
67,0.314206742096017,3.17923693598948,12.9080652131283,0.0324565848542136,0.131777442930101
68,0.272847968436298,2.97147499803807,12.8222134491425,0.0303355592419792,0.130900988888206
69,-0.0171677338295151,3.38688429241378,13.2285476495642,0.0345764407124688,0.135049223423941
70,-0.0305148816595348,3.42294512334024,13.2109247155676,0.0349445829561716,0.134869312248977
71,-0.0301843107595952,3.34415566476483,13.6317850060173,0.0341402274459164,0.139165842518276
72,-0.029940424298334,3.34574833987707,13.6300845862434,0.034156486943389,0.139148483063856
73,0.0191862579367238,3.12808116643433,13.8578266393713,0.0319343395454247,0.141473484132051
74,0.175702684331907,4.92408207232493,9.32635611640023,0.0502695743750177,0.0952120508056278
75,0.717179643707642,NA,10.5616003229842,NA,0.107822563709785
76,0.88678131395134,NA,11.1226088249962,NA,0.113549856269633
77,0.941769502242231,NA,10.9194687694724,NA,0.111476015098891
78,0.957922430774608,NA,11.9647019062828,NA,0.122146719635974
79,0.957959176733383,NA,11.9664893269412,NA,0.122164967275718
80,0.981589733322491,NA,13.9788184371408,NA,0.142708680070584
81,0.981836690234576,NA,14.018506843896,NA,0.143113855956344
82,-0.27752849237115,4.52440982635323,12.4190887867454,0.0461893512188227,0.126785520278804
83,-0.278582484701841,4.4692891750451,12.6043698966261,0.0456266287377928,0.128677040849872
84,-1.23256563627637,1.50254118653938,14.3367753387685,0.0153393271718166,0.146363034491392
85,-1.22310738553583,1.42488898370004,14.4233645932822,0.014546581817722,0.147247017517248
86,-1.22194477910094,1.4216769945187,14.4267073759625,0.0145137908677192,0.147281143728001
87,-0.883475047475856,5.69097128561442,11.8139711592784,0.0580986872489737,0.120607921056696
