"Frame","Body_Angle","Right_foot_centerline_dist","Left_foot_centerline_dist"
0,-4.42802508073024,15.6988843871083,5.76769982128415
1,-4.42566319587583,15.6935476193678,5.64075773089058
2,-3.36468328006473,13.8614896864664,6.82130948277832
3,-3.22440652137971,13.0089393299864,7.57062000548808
4,-2.66958206609772,9.8897792327174,8.81783324337492
5,-2.65333835347781,10.0362456535667,8.9341895995397
6,-2.65333835347781,10.367774778412,8.93502827898062
7,-2.65743966975815,11.8240553253338,8.65241930487519
8,-2.65479802008255,11.830561398957,8.01773504491082
9,-2.63304157914704,11.8052453503266,6.60924325486547
10,-1.46924316063861,7.17357540883065,12.1544843125149
11,-1.44391458021325,7.46584322601075,11.763069922372
12,-1.13489317679752,11.9846697886241,6.54934588039244
13,-1.08793472938976,11.9858761945417,6.61934299934694
14,-0.883691528145396,11.0542887822056,7.25649918724955
15,-0.859059753825203,11.0521074950569,7.34089246525939
16,-0.859059753825203,10.9638939170405,7.37345660414347
17,-0.883691528145396,11.0376056975953,7.3494230926098
18,-2.76701289693359,17.3966726265776,4.66732606355738
19,-2.8436581739659,14.5161815222601,8.10194590958354
20,-2.79085895393948,14.1673300886872,8.46091147194773
21,-2.79085895393948,14.1688875054081,8.44976520749141
22,-1.57521049030626,11.2930557299182,9.93212609613126
23,-1.61121212294048,11.6764001154628,7.80656913668805
24,-1.65385910538949,11.9811153055969,4.79428231464859
25,-1.72936896616455,13.0579816013969,3.26449481667898
26,-1.73021019084242,13.6286653236331,4.34649551628873
27,-1.7361215283057,14.879849579808,4.90784059413744
28,-1.78404001584397,15.9276944535577,5.15266936403649
29,-1.78488230415374,16.0080018161004,5.15465536738778
30,-1.78488230415374,16.0715138552806,4.47621287707984
31,-1.84065713019124,16.1890057105432,4.40880671691786
32,-3.01877329261959,14.9309604420096,3.44892469704561
33,-3.06785159068278,14.402854731842,3.66231687716124
34,-3.03394742567187,14.5330075418176,3.47911727465882
35,-2.97744537979614,14.9676835882158,3.44729024120051
36,-1.19600809715635,11.2282317774314,5.65649198286833
37,-1.19482957989318,12.0457307721526,5.6295168156768
38,-1.19482957989318,12.0662496965889,5.75492036887396
39,-1.20407412446796,12.1441852322679,6.20858787292512
40,-1.20407412446796,12.2223597062587,6.17968486494674
41,-1.20280188100265,12.2386044804452,6.18465899023127
42,-1.215479667393,10.3688888265492,7.2334051242396
43,-1.20228973976356,10.3363317322048,7.25396498596307
44,-1.20137825421544,10.3302446612925,7.22033710886358
45,-1.2121785805547,9.91304605718465,7.8281255977747
46,-2.76673118281572,12.4244096291036,5.08766964492399
47,-2.863573567478,12.8871330212295,4.71834691296617
48,-3.45332245074587,16.0929464996469,5.32090204587193
49,-3.49491617920969,16.3241137459528,5.73767534628112
50,-3.55163621529995,16.534583127524,5.81281995094764
51,-3.55163621529995,16.520290227348,5.81450522623008
52,-2.50019428031236,12.8956804614471,11.0627149700857
53,-2.37478372652449,12.4548675908289,11.6153597280887
54,-2.37916918939582,11.9803634100726,11.6575894854987
55,-2.37478372652449,12.0737539299476,11.6839990691016
56,-2.60418850281359,13.2528248184849,11.1771908457374
57,-2.70689152562835,13.6665952084425,11.1477884174171
