"Name","Sex","Group","Date","Stimulus","Note","Filename","Right_foot_centerline_dist_mean","Right_foot_centerline_dist_sd","Right_foot_centerline_dist_Kurtosis","Right_foot_centerline_dist_Skewness","Left_foot_centerline_dist_mean","Left_foot_centerline_dist_sd","Left_foot_centerline_dist_Kurtosis","Left_foot_centerline_dist_Skewness"
"210223GM4","M","G",2021-03-17 14:37:52,1,"","2021-03-17 10-37-52 210223GM4 stim01DLC_resnet50_stim01-trainedJun9shuffle4_320000_filtered.csv",12.9128023571708,4.97381709474272,31.2396813599452,3.22114846950369,11.1109476263089,9.25934574068614,21.6330694069424,3.5828389434211
"210224S11F3","F","S11",2021-03-18 15:00:32,1," KICK RESPONSE ONLY","2021-03-18 11-00-32 210224S11F3 stim01 KICK RESPONSE ONLYDLC_resnet50_stim01-trainedJun9shuffle4_320000_filtered.csv",45.7747066741909,28.30690261662,4.09743830702821,1.17845556045966,44.2374377246648,29.3775822904427,1.9642967646192,0.0676505643979617
"210224S11F3","F","S11",2021-03-18 15:05:06,1," BENT LEGS-KICK RESP-SUPER KICKY","2021-03-18 11-05-06 210224S11F3 stim01 BENT LEGS-KICK RESP-SUPER KICKYDLC_resnet50_stim01-trainedJun9shuffle4_320000_filtered.csv",50.8863491942841,28.6797051178055,3.04233670050509,1.06412644456134,35.9932209057707,23.8622317904011,2.54777510921499,0.663149621136022
"210223S11M1","M","S11",2021-03-22 14:13:54,1,"","2021-03-22 10-13-54 210223S11M1 stim01DLC_resnet50_stim01-trainedJun9shuffle4_320000_filtered.csv",37.505893695915,18.4357542722764,5.8622694192631,1.34403584780888,33.7928975627793,21.2070116520166,8.01381790739894,1.57628939662138
"210223S12subF1","F","S12sub",2021-03-22 14:39:12,1,"","2021-03-22 10-39-12 210223S12subF1 stim01DLC_resnet50_stim01-trainedJun9shuffle4_320000_filtered.csv",38.692406659842,26.3189566527179,4.69702787102745,1.23994756014415,16.6321003748241,23.8918047833808,10.077264952738,2.56906669511524
"210224S11F5","F","S11",2021-03-22 15:04:15,1," GOOD FLIGHT","2021-03-22 11-04-15 210224S11F5 stim01 GOOD FLIGHTDLC_resnet50_stim01-trainedJun9shuffle4_320000_filtered.csv",21.8670354162166,9.67111320438774,4.00265962940543,0.982303887315965,18.4892344327167,24.9755918801199,38.0159728814434,5.66654105718645
"210226S12F2","F","S12",2021-03-23 12:11:01,1,"","2021-03-23 08-11-01 210226S12F2 stim01DLC_resnet50_stim01-trainedJun9shuffle4_320000_filtered.csv",28.8597520768528,16.4417175939347,5.27999510820572,1.19361949821898,27.2075780858052,15.99756909394,20.6096444653663,2.88276812581804
"210224S11M1","M","S11",2021-03-23 12:45:11,1,"","2021-03-23 08-45-11 210224S11M1 stim01DLC_resnet50_stim01-trainedJun9shuffle4_320000_filtered.csv",70.3572321418691,41.1150155699923,2.10689475300011,0.258678163145564,62.7327263218422,41.7605239331283,2.41391397502572,0.649858789718977
"210224S11F1","F","S11",2021-03-23 13:00:01,1,"","2021-03-23 09-00-01 210224S11F1 stim01DLC_resnet50_stim01-trainedJun9shuffle4_320000_filtered.csv",60.6376049233713,37.9064238811304,21.8014216738672,1.89916192970734,58.9597742224592,39.7297758153194,2.81193551760769,0.465462355630138
"210226S12F1","F","S12",2021-03-23 13:16:00,1,"","2021-03-23 09-16-00 210226S12F1 stim01DLC_resnet50_stim01-trainedJun9shuffle4_320000_filtered.csv",65.1115068874547,39.4203213653191,1.81600558811111,0.0422285120917509,42.9636693624777,41.6551445046935,3.22147203133973,1.13139077272723
